,comment_lengths,comments,mags,scores,times
935,110,"I'm with you PM Lee..... hang on and stay strong, your father will watch over you ! Blessings to you n family?",1.1,0.5,2017-06-15T00:07:57+0000
936,142,Disagreements & confrontations ~ from a positive aspect itz good. A time to clear misunderstandings. I hope the siblings treasure the kinship.,1.4,0.4,2017-06-14T13:59:47+0000
937,80,Stay strong PM. Hold on the iron fist of your Dad. You will pull thru this mess.,0.8,-0.1,2017-06-14T12:22:10+0000
938,74,Why you so sensitive? ?? unless it's true and you feel exposed! Chill lah!,1.2,0.1,2017-06-14T08:22:22+0000
939,65,Just hope it's resolved in accordance with the deceased's wishes.,0.4,0.4,2017-06-14T08:13:07+0000
940,119,Your father is really good people and good leader. He builded Singapore become a great country in the world respect him,1.4,0.7,2017-06-14T08:04:14+0000
941,64,"As long as, ""Venice""is prospering. not sweating the small stuff.",0.4,0.2,2017-06-14T04:25:52+0000
942,60,Yes...  we Malaysian support and love you.. ... I always do.,0.8,0.4,2017-06-14T03:54:10+0000
943,95,My family support you and am very disappointed with your siblings for their actions. Be strong.,0.7,-0.3,2017-06-14T08:54:36+0000
944,115,"We support you, you do so many things are for the good of the country. Conscious is clear will win the allegations.",0.7,0.3,2017-06-17T02:47:45+0000
945,122,Late Mr Lee's legacy should not be hurt nor should the pride of Singaporeans be put at stake and be hurt across the world.,0.2,0.2,2017-06-16T05:48:20+0000
946,97,We always will have your back. What you and your father both have done for us is never forgotten.,0.5,0.2,2017-06-15T06:00:27+0000
947,68,It's common within family. Just remember good memories and move fwd.,0.7,0.3,2017-06-14T04:15:34+0000
948,92,The nation be   Leaders family since needs to sacrifices. ....responsible pm . thanks for pm,0.9,0.4,2017-06-14T03:25:42+0000
949,85,"Dear Mr Lee , will b uoholding u n family in prayer too . God bless u with His peace.",0.7,0.3,2017-06-14T03:21:35+0000
950,101,Singaporean loves you Mr PrimeMinister !  My precious Singaporean daughter always admires you.   ????,1.1,0.5,2017-06-14T02:42:46+0000
951,365,You are elected by the people of Singapore. You have many challenges ahead of you. Stay on course. Ignore your siblings. They have no right yo conflate state and family matters. They will not have publlic support that they are seeking. The timing of the release of their joint statement is deplorable..  STAY ON COURSE. WE NEED YOU TO STOP MR BIG BULLY UP NORTH. ??,3.7,0,2017-06-14T02:17:26+0000
952,67,"PM Lee, Take good care of your health and Singapore. God Bless You.",1.6,0.8,2017-06-17T15:01:18+0000
953,85,"Sir, this issue can be resolved by referendum & ur siblings must respect its outcome.",0,0,2017-06-16T19:52:18+0000
954,77,"Stay strong, sir. We will always behind you. Praying for protection over you.",0.4,0.1,2017-06-14T12:42:03+0000
955,85,?????????????????????????????????????????????????????????????????????????????????????,A,N,2017-06-14T03:46:42+0000
956,68,"If only I can also denounce u as PM of my beloved country, Singapore",0.3,0.3,2017-06-14T03:21:12+0000
957,60,"Dont feel sad, my siblings did the same thing to me as well.",0.5,-0.5,2017-06-14T10:37:26+0000
958,66,Family issue. We do not know the details. Please dont get involved,0.6,-0.2,2017-06-14T09:19:40+0000
959,97,"Every family has a difficult passage, and the prime minister's Excellency should take care of it.",0.2,0.2,2017-06-14T07:49:23+0000
960,123,Mr Lee Kuan Yew's wishes should be honoured. Posting family matters while PM is on leave and at 3am is stooping real low. ?,0.7,-0.2,2017-06-14T07:08:10+0000
961,118,Stay strong PM? I have faith in you that you will always make the right decision and do the right thing for Singapore!,0,0,2017-06-14T04:27:16+0000
962,91,"We are with you, PM Lee.  I trust you in leading our country and will pray and support you.",0.7,0.3,2017-06-14T04:14:22+0000
963,61,I trust you and will always support you PM Lee. Stay strong !,0.7,0.3,2017-06-14T02:12:16+0000
964,65,Stay strong PM Lee..hv a nice holiday.. take care of your health.,0.3,0.3,2017-06-14T02:01:30+0000
965,84,Stay strong PM.  Leave family matters behind. Enjoy your holiday with your family. ?,1.1,0.3,2017-06-14T02:23:20+0000
966,32,Not easy to please everyone.....,0.1,-0.1,2017-06-14T01:45:19+0000
967,73,Whatever it is...  Settle close door as family...  All the best PM Lee...,1.1,0.3,2017-06-14T02:07:26+0000
968,64,?????????????? PM Lee me and my family will always support u ???,A,N,2017-06-15T20:52:42+0000
969,84,"Such a waste to demolish a family historical abode, Let it stand, and stand forever!",0.3,-0.3,2017-06-15T09:14:30+0000
970,120,Psalm 29:11 The LORD gives strength to His people; the LORD blesses His people with peace. May God bless you with peace.,1.3,0.6,2017-06-15T06:28:02+0000
971,140,"???????????????????, ?????????????????????????,????????????...? ! ?????? ... ????????, ??????????????????????????????????????????????????? !",A,N,2017-06-15T03:18:06+0000
972,71,"Let's all take a deep breath, oh well Nvm. We are going to drown anyway",0.3,0.1,2017-06-14T16:52:36+0000
973,108,"Stay focus, Sir.. Major on what is impt, ?!  Be recharged in yr vacation. We  are & will be behind you!! ??!",0.7,0,2017-06-14T09:51:22+0000
974,2170,"I hope everyone will not mind my tots on this. 5mins ago I was about to write pls do not demolish dearest Lee Kuan Yew's house cuz it holds so much great memory, legacy and will be a history maker. It will be a great remembrance for the world and make those who love him proud.  Then I google to read LKY's Will on this matter at mothership.sg  I am sad and so torn at it and have to sadly agree that perhaps since LKY has even wanted to make this a will for the public means he really wanted his house to be demolished.  How I wished there were more people to convince LKY when he was alived to keep his house after his demised, to assure him that his big heartedness deserve his house to be kept.   Pls understand that LKY did this cuz he is soooo considerate not to clog up space for our land and high maintenance of old building. I respect LKY even more now?. In a way, all the more his house should be preserved actually. E.g. if I fetch someone home and the person insists to be dropped off at the main road which require walking a distant to the block, out of Only the reason of being considerate for the driver, then all the more I won't bother the person's wish and will drive the person right up to the unit door step if possible?. Cuz I will feel such a person deserves it.   I am quite sure if there was months of enough assurance, pleaing and sweet talks from many many others to LKY that he is not an ordinary man & many in the world will like his house to be around and to grant this favor for history sake and for all who love him. We are not worshipping LKY but for the reason that there are not many men of the billions stand out like that. If the world can make space to build museums including wax museum of celebrities, what more LKY. E.g. Michael Jackson is a legacy of his own too.   But then LKY has strictly wanted his house not to be opened to the public in the event his house is not demolished, then it's actually right to respect his wish and will ?.  I hope all our respected Lee's family will come to a compromise for their father's sake cuz this matter only tarnish LKY's reputation.  I pray for love among one another. God bless you all?",8.1,0.2,2017-06-14T09:47:10+0000
975,176,whatever power we have it don't follow us to underground..why fight...Peace is Priceless...we want a peace and safe place LKY give this to Singapore... LHL stay strong and fair,0.9,0.4,2017-06-14T05:37:14+0000
976,138,Yu will get thru this family sqabble in no time. Wish yu all the very best in yurfuture endeavours. It is sad when siblings are yr rivals.,1.5,0.2,2017-06-14T04:43:58+0000
977,68,Good day...stay strong..Don mind them sir....humans are like that...,0.6,0.6,2017-06-14T03:41:24+0000
978,67,We will always have confidence in you. Stay strong! Big hug to you.,1.5,0.4,2017-06-14T02:50:34+0000
979,112,"Stay strong PM Lee, take care of your health n enjoy your well deserved holidays! Will pray for you n your wife!",0.7,0.3,2017-06-14T02:07:22+0000
980,73,"Cannot help to notice, 3.1 k likes in 20 minutes, and still accelerating.",0.7,-0.7,2017-06-14T02:06:14+0000
981,35,"We've always got your back, Sir. ??",0.6,0.3,2017-06-14T02:42:19+0000
982,106,Just keep calm and govern on.  You got a country to take care of and ain't nobody got time for this shit ?,1.3,0,2017-06-15T02:07:25+0000
983,97,Pls follow your Father last wish as he may already foresee such matter when he make the decision.,0.3,0.3,2017-06-14T23:28:23+0000
984,86,"PM, Mdm sitting on T has been an issue all along. Maybe u wanna do something about it?",0.5,-0.2,2017-06-14T17:47:44+0000
985,118,Please don't take side   to critics any of them as we are outsiders not knowing the whole story amount family members.,0,0,2017-06-14T14:22:00+0000
986,119,"Sad. I hate to hear these kinds of things happen. PM, you have done a great great job leading this nation. Stay strong.",1.2,0,2017-06-14T10:47:13+0000
987,79,"Deeply sadden by the episode,too much comments does not help. Take care PM Lee.",1.4,-0.1,2017-06-14T06:52:15+0000
988,72,I trust your ability of doing things especially managing a country well.,0.7,0.7,2017-06-14T06:45:46+0000
989,70,Fight on Mr. Lee. You have done much for our country and we trust you.,0.8,0.4,2017-06-14T05:14:30+0000
990,70,"Thank u for what u have done for Singapore, families r important also.",0.7,0.7,2017-06-14T04:44:19+0000
991,124,Fully agree with you. Family matter should be resolved privately. Should not issue public statement especially for PM family,0.4,0,2017-06-14T04:26:35+0000
992,81,"Mr PM..the people of S'pore have faith and confidence in you!!!..Cheer up,Sir !!!",0.8,0.8,2017-06-14T04:02:40+0000
993,166,"Would LKY have approved of their action? They are not giving due respect to their late father. Discrediting their own sibling publicly, washing dirty linen in public.",1.4,-0.4,2017-06-14T03:33:47+0000
994,135,I am not singaporean But my heart Automatic Like Singapore founding father and first prime minister And great leader Mr. LKY. ?????????,0.8,0.8,2017-06-14T03:24:53+0000
995,115,"Hardly PM Lee has a vacation, cant the siblings give him a break? Must choose this moment? He deserve a good break!",1.2,0.1,2017-06-14T03:24:10+0000
996,69,??  ?????? ?????????????????? ?????? ????????????????????????????????,A,N,2017-06-14T03:19:00+0000
997,78,"Sir,  Issues more than family private matter are highlighted in the statement.",0.3,-0.3,2017-06-14T02:06:35+0000
998,71,Take care of yourself for Singapore!  We all love you and support  you!,1.1,0.5,2017-06-15T13:07:30+0000
999,95,PM Lee we trust that you are doing the right thing and will always  support  you. Thank you Sir,1.2,0.6,2017-06-15T13:05:47+0000
1000,97,Support PM Lee! Pray that the issue can be resolved with love and patience. I still trust PM Lee.,1.8,0.6,2017-06-15T10:46:45+0000
1001,85,"PM Lee we trust you.  We are sorry for your siblings...such anger, such vengeance....",0.9,0.1,2017-06-15T09:55:03+0000
1002,82,2 person will be very hurt from these news. Mr Lee Kuan Yew and Mdm Kwa Geok Choo.,0.9,-0.1,2017-06-15T05:42:28+0000
1003,67,So many posting here should just change their names to Paul Lampard,0.1,-0.1,2017-06-15T00:06:22+0000
1004,773,"I am deeply saddened by the news. Please try your best as the eldest son to resolve differences among the siblings amicably.  Please do not try to sue or fight each other in public. It will only make things worse. All three of you are children of our beloved LKY n he will be deeply hurt n disturbed if he know. I am able to empathise with how you feel when private family matters are made public. Please have a big heart n act with love towards your siblings. I m sure this will be our late LKY biggest wish too.  Our biggest wish as Singaporeans will be to see things resolved amicably,  siblings stay strong n united. Harmony, Peace n Love is the best policy.  Wish you all the strength n love that you need to tackle this. Stay strong. You can overcome this with love.?",6.5,0.1,2017-06-14T16:38:50+0000
1005,55,"Cheer up Sir, we believe in your leadership. God bless.",0.8,0.4,2017-06-14T14:02:58+0000
1006,163,"By issuing such a statement, were they doing a great service or disservice to Singapore? I seriously question the intent. Obviously, not many were able to discern.",1,0,2017-06-14T10:47:09+0000
1007,76,"When you put fire into a hole, all hidden creatures will run out of the hole",0.2,-0.2,2017-06-14T09:49:17+0000
1008,96,Dear Mr Prime minister sir. .... Dis is ur 2nd cable car disaster challenge .....u can do it sir,0.4,0.2,2017-06-14T09:04:13+0000
1009,111,Sounds like the Lee siblings are also typical Sgporeans. Only know how to complain but nvr do anything about it,0.6,0.3,2017-06-14T07:18:31+0000
1010,63,It's really tough to be a leader . Don't worry we support you !,0.6,0.3,2017-06-14T05:13:13+0000
1011,48,"We always love and respect you, stay strong sir.",0.7,0.7,2017-06-14T04:55:01+0000
1012,87,"So correct u are Sir,family matters should stay between family , it is a private matter",0.5,0.5,2017-06-14T04:51:19+0000
1013,87,Am sad with situation. Will pray for peace and reconciliation be upon you and siblings.,0.3,0,2017-06-14T04:37:22+0000
1014,88,"Yes. Stay strong .... One people, One nation , One Singapore . We all should be united .",1.1,0.2,2017-06-14T03:19:32+0000
1015,60,"Dear PM Lee, shalom peace be with you at this point in time.",0,0,2017-06-14T03:16:03+0000
1016,60,Stay strong Prime Minister! We are behind you Always Sir....,0.4,0,2017-06-14T02:54:48+0000
1017,77,"Sir PM Lee, a strong salute to you. Do what you think is best for the family.",1.6,0.8,2017-06-14T02:44:12+0000
1018,109,Dear PM.... we noe u r doing your best taking care of our country .... .....we still need you as our PM .....,0.2,-0.2,2017-06-14T02:42:59+0000
1019,73,"Please stay strong, Mr PM Lee. We trust you and support you in every way.",1,0.5,2017-06-14T02:30:04+0000
1020,54,"PM sir, take a step back and focus on the big picture!",0,0,2017-06-14T02:24:37+0000
1021,80,"If this is the Lee's family affair, why are so many people got so much to say? ?",0,0,2017-06-14T02:20:26+0000
1022,101,"Stay strong PM Lee, family politics is very common. The rakyat is behind you. Enjoy your holidays !!!",1.2,0.1,2017-06-14T02:09:13+0000
1023,56,"May you be blessed by Buddhas, Sir. This will soon pass.",0.8,0.4,2017-06-14T01:51:44+0000
1024,90,sue them show them who's the boss..if u don't then they will continue to tarnish ur name..,0.5,-0.5,2017-06-14T02:31:03+0000
1025,12,Jia You PM ?,0.4,0.4,2017-06-14T01:54:53+0000
1026,30,"When they go low, you go high!",0.1,0.1,2017-06-14T02:01:10+0000
1027,86,PM LHL will be taking court actions against them????? I doubt you will report them!!!!,0.9,-0.4,2017-06-14T06:38:46+0000
1028,76,Follow your Father and you will stay strong and your integraty untouchable!!,0.5,0.5,2017-06-14T16:29:09+0000
1029,553,"ReflectiveLee  Quote  This is a storLEE , About a house in OxLEE. It belongs previously to a elderLEE,  Tear it down when I am gone eternaLEE I don't need it as a memoLEE.  Now that he is gone, his children cannot settle it properLEE.  Two say bring it down and obey respectfuLEE, One say let's see if we deal with it differentLEE.  Why does the whole World needs to know the whole storLEE, when actually it is a matter of their own FamiLEE.  As elderLEE shakes his head sadLEE,  I can't help but ask why you guys cannot let him go peacefuLEE..  Unquote",2.2,-0.1,2017-06-15T04:29:59+0000
1030,102,???????how can we trust someone to lead if he/she has blatant disregard to his/her late father's wish?,A,N,2017-06-14T03:46:31+0000
1031,23,???????????????????????,A,N,2017-06-14T02:03:14+0000
1032,121,Mouths belong to other people. They can be siblings als can be outsiders live until such an old age then do funny things.,0.7,0.3,2017-06-14T03:13:40+0000
1033,81,Mr Lee KY legacy can never be hurt or change. He stays where he is in our hearts.,1.3,0.6,2017-06-14T11:19:57+0000
1034,143,It is not of public or national interest that families should wash their linens in public. I am so sorry that your holiday is ruined. God bless,1.6,-0.1,2017-06-14T05:30:56+0000
1035,63,"Live longer life ,your the best Lee hsien loong as Lee kuan yew",0.7,0.7,2017-06-14T11:50:00+0000
1036,55,"You will have our supports!!! Brave on, our beloved PM!",0.7,0.3,2017-06-14T01:58:36+0000
1037,292,"We should learn ??? since young in SG, doctorate titles dont matter, but traditional Chinese values are key to governing the home and country. Publicly putting your brother down actually is not anything in alignment with traditional Chinese values. It's sad. https://www.facebook.com/dizigui/",0.8,-0.1,2017-06-14T11:44:13+0000
1038,118,We are also deeply saddened PM Lee.It should not be publicised like this .Its a family matter.Enjoy your holidays Sir.,0.1,0.1,2017-06-14T01:49:17+0000
1039,81,Mr Lee Hsien Loong i support u. Enjoy ur vacation dont worry about anything else!,1,0.5,2017-06-14T02:51:27+0000
1040,46,This is the epitome of being a true gentlemen.,0.1,0.1,2017-06-14T01:55:02+0000
1041,213,"Stay strong Sir. Am sure with Mr. LKY's values embedded so well in you , you shall be able to go past this with grace. And you will be able tom bond your family together again. All the best. We are all with you!!!",2,0.3,2017-06-14T02:38:11+0000
1042,36,Praying for you and your family sir.,0.5,0.5,2017-06-14T01:54:00+0000
1043,38,"Abdul Wahab, Abdul Wahib,Abdul Wahub..",0.3,0.3,2017-06-14T04:06:44+0000
1044,79,????? ???  ???????? ??  ? ???????????? ??  ? ??????????????????????? ??????????,A,N,2017-06-14T02:14:16+0000
1045,7,#TeamHL,0.1,0.1,2017-06-14T04:57:21+0000
1046,34,It's all about the $$$$$$ I guess?,0.1,-0.1,2017-06-14T04:51:11+0000
1047,342,???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ??????????????????????????????????????????????????????????????????????????????????????????????????? ?????????????????????????????,A,N,2017-06-15T09:40:07+0000
1048,94,"A dead man wish is to honour, not ignore. I support to demolish for greater good and LKY wish.",1,0.5,2017-06-14T05:19:05+0000
1049,112,Enjoy ur holiday. Great businessman go through such things once in a while not to mention a Leader of Singapore.,1.6,0.8,2017-06-14T04:46:51+0000
1050,88,Be strong Sir. We believe and have strong faith in you and please take care of yourself.,0.7,0.3,2017-06-18T02:48:21+0000
1051,106,"Dear Sir, I fully agreed such matter should not take public. Family bonding is one of the important value.",1.1,0,2017-06-18T02:28:22+0000
1052,122,Personally I am also disappointed that family matters should be settled privately. I hope everything will be settled soon.,1,-0.1,2017-06-17T08:58:17+0000
1053,231,"Yes, I totally agreed, it's easier for a person who is abandoning his own country to say anything that he likes, it's tougher for the person who stayed on and guide the interest of all Singaporean, Jiayou! Mr Lee Hsien Long, ??????",0.9,0.4,2017-06-17T05:29:49+0000
1054,121,"Mr Lee, pls ask your siblings to cross to your nearest neighbour and they will instantly know how lucky Singapore has you",0.4,0.4,2017-06-17T00:51:12+0000
1055,120,I think the other siblings should really settle this in private and not bring it up to public to create so much dispute.,0.3,-0.3,2017-06-16T16:01:14+0000
1056,139,"Dear PM,  as a stateman, it is country first.  my famly & I  believed you are doing yr best and right for all singaporeans. we support you.",1,0.2,2017-06-16T08:48:47+0000
1057,103,Solve the matter privately.Do not worried about the public says.If you  and your wife did nothing wrong,0,0,2017-06-16T03:33:37+0000
1058,77,Dear Sir ! You should not have to worried about this family matter.Solvet m .,0.4,-0.2,2017-06-16T03:33:35+0000
1059,73,Well... This saga will haf plenty more twists and turns thats for sure...,1,0.5,2017-06-16T01:20:18+0000
1060,73,Father LKY all properties shall belongs to Singapore museum authorization,0,0,2017-06-16T00:55:38+0000
1061,73,"Dear sir, we will support you all the way! Stay healthy and happiness ???",0.8,0.4,2017-06-15T15:27:03+0000
1062,67,"Be strong , you still have thousands of brothers and sisters here .",0,0,2017-06-15T14:13:55+0000
1063,71,"There is a Philosophy: "" Willing to challange with conventional Wisdom""",0.7,0.7,2017-06-15T11:59:08+0000
1064,91,"This is insensitive and a selfish act ,not putting Singapore interest first . Support LHL!!",1.1,-0.3,2017-06-15T10:43:03+0000
1065,66,?????????????????? ??????????????????????????????????????? ?? !! ?,A,N,2017-06-15T07:37:35+0000
1066,62,You can't please everyones but  just have to do what is right.,0.3,-0.3,2017-06-15T04:19:26+0000
1067,117,PM Lee  Stay strong and healthy. You will always have my respect in all decisions  you make.  Behind you all the way.,1.1,0.3,2017-06-15T03:46:21+0000
1068,264,Dear Mr. Lee. I trust you and your leadership. You are the best ours PM in the world & continue serving Singaporeans honestly & to the best of your ability. You will do right by your parents and for the country. I pray for Allah to grand you the strength you need.,2.3,0.4,2017-06-15T01:37:28+0000
1069,70,"Sir,  we are sure you can handle this well. Take care and stay strong.",1.1,0.5,2017-06-15T00:26:37+0000
1070,72,Sg will celebrate with you if you can win just a little point with them.,0.5,0.5,2017-06-14T23:52:32+0000
1071,94,Meritocracy?..... looking at the appointment of the coming SPH CEO I really wonder.....really?,0.4,-0.2,2017-06-14T23:33:12+0000
1072,113,Be calm n strong PM Lee. Our prayers are with you. May God grant you His wisdom n peace to deal with this. Shalom,1.4,0.3,2017-06-14T22:15:19+0000
1073,112,"Empathy and Compassion relief sufferings. We, Singaporeans, support you, and together we preserve LKY legacy . ?",1.1,0.5,2017-06-14T18:12:20+0000
1074,1226,"When we say we really respect Mr Lee Kuan Yew, we should respect his will too. By asking for a referendum when he has giving a free will, we aren't not respecting his last will and his judgement on this issue.   It is really selfish for us to change his will or to think Mr Lee Kuan Yew will want it otherwise because we want a monuments for our own pride and entertainment.   He served the nation with his life, why does he have to sacrifice his last will and been unhappy because of his service?   How will we feel if we serve the nation and made clearly of your personal will and yet the nation chose to go against it?   Not to say, his home is his own property not Singapore national gallery.  I don't want to judge neither am I in a position to judge who is right or wrong.   But if PM Lee or the government chose to go against Mr Lee Kuan Yew's will for Singapore's national pride sake, it is really very selfish even for Singapore, why are individual will's not respected for their own property. It is almost like a theft from Mr Lee.   Yes national pride is important, but please do not compromised Mr Lee Kuan Yew's will for it. After all, our pride lies not in the house but for having a leader like Mr Lee Kuan Yew.",4.4,0,2017-06-14T18:02:18+0000
1075,133,Mr Lee: To create your own legacy to the nations is your current vision & mission .Times will tell when the day come. Stay focus . ??,0.2,0.1,2017-06-14T17:35:21+0000
1076,85,"PM Lee,  be STRONG!  I believe you have the wisdom to handle this.  We are with you.?",0.7,0.2,2017-06-14T15:52:49+0000
1077,115,"Our PM Mr Lee Hsien Loong , stay STRONG! Family is close group .. Our Big Brother do ur best & takecare no stress ?",1.2,0.4,2017-06-14T15:30:42+0000
1078,69,"Stay strong, Sir. Everything will turn out fine. Give time some time.",0.7,0.1,2017-06-14T14:23:34+0000
1079,112,"will always be here supporting you ?? they did such an unnecessary move, i am honestly really saddened by it...!",0.4,-0.4,2017-06-14T13:41:31+0000
1080,84,"Dear Mr Lee, you have my support. I truth you and your leadership. May God Bless You",1,0.3,2017-06-14T11:41:42+0000
1081,908,We all know very well that the Singapore?s Founding Father Late Mr LEE KUAN YEW's Key contribution towards Singapore Success and his enormous effort to ensure that his successors succeeded and also he used his golden times to mentoring the Ministers for three generations. Thus it is clearly proven that Mr LEE KUAN YEW was given up his life and spends his whole life to build the successful Singapore and also it clearly reveals that we owing him. If we say we owing someone that means we must pay back to someone. Likewise if Singapore owes Mr LEE KUAN YEW that means Singapore must build the MEMORIAL HALL for Late Mr LEE KUAN YEW.  Physical symbol is the one of the strongest tool to convey the message for generation to generation . Therefore this World is very eagerly waiting to see how fast the Singapore Government is going to build the memorial hall for Singapore's Founding Father Mr LEE KUAN YEW.,2.8,0.2,2017-06-14T11:12:51+0000
1082,116,"Although I don't understand what exactly happens in the First Family, I really disagree what his sibling just did. ?",0.4,-0.4,2017-06-14T10:41:44+0000
1083,120,?????????.. ????????2?.. ??????.. ??.. ????.. ????.. ?????????.. ???????.. ????????.. ??????.. ???????.. ?????.. ?????..,A,N,2017-06-14T08:55:37+0000
1084,151,What is going on these days ? Very puzzlingly. US Donald Trump. Philippines Detoree n now PM Singapore. Political n Private matters in the world news.7,1.8,0.2,2017-06-14T08:54:58+0000
1085,258,It is absolutely great honour to uphold & upkeep the place that our parent had once lived ! Even more so for our great leader MM Lee Kuan Yew. It must have be more sentimental for his children to keep it till they no longer could unless they do not wish to ?,1.9,0.4,2017-06-14T08:39:24+0000
1086,355,"Dear and Esteemed PM , Please do not bother , worry , attempt to make any thing better . Nothing will work when there is no gratitude. This is the curse of all the eldest sons across cultures . Please continue to do your best and please please do not attempt to solve anything as nothing will work as they want to bring you down . Dr Moorthy Psychiatrist.",1.5,-0.2,2017-06-14T08:36:03+0000
1087,128,Please do not do anything to tarnish the good name of the Lee family. This is the last thing that late Mr LKY would like to see.,0.6,0.1,2017-06-14T07:19:49+0000
1088,111,PM Lee you will have my full support no matter who is against you. I think your  siblings had been  brainwashed,0.6,-0.3,2017-06-14T07:04:37+0000
1089,68,It was unfortunate that this problem came out into the public arena.,0.7,-0.7,2017-06-14T05:45:29+0000
1090,125,"Humans are multi -layered , one can be a good politician not necessarily meant he is a good son and brother to his own family",0.7,0.7,2017-06-14T05:31:19+0000
1091,108,??????????????????????????????????????????????.. ?? ?????????????(?????????)?????????????????????????? ?????,A,N,2017-06-14T05:12:30+0000
1092,73,Thinking positive and stay stronger family knowing it was very saddened ?,0.1,0.1,2017-06-14T04:58:58+0000
1093,125,"Sir, you are a great leader and we have great respect for you. Personal matters have no effect on how we see you as a leader.",0.8,0.2,2017-06-14T04:57:26+0000
1094,220,Good morning PM LHL sir ur motivation n consistent mandate wit our nation is so overwhelming despited watever critic could never change me n family supporting u thank you sir for putting our nation so possible n progress,0.5,0.5,2017-06-14T03:56:56+0000
1095,66,"???????????????????????????????????,??????????????????????????????",A,N,2017-06-14T03:46:33+0000
1096,94,"?????????????,??????????????????.  ??, ???, ?????????????  ??????????????????,?????????,?????.",A,N,2017-06-14T03:40:08+0000
1097,224,"PM Lee no matter what happened stayed strong. We will always be by your side to support you. They still do not know how difficult you have to handle and face our nation and now they still added these problem to you, how sad?",1.4,-0.3,2017-06-14T03:36:59+0000
1098,271,"Dear PM Lee, i am deeply saddened the way your siblings brought private matter to public. But, I am very strongly believing that post to your golden rule, the mantle of PM should go to your son as you become a worthy successor of the father and architect of Singapore LKY",1.4,0.1,2017-06-14T03:22:12+0000
1099,105,Take care Sir. Have a good and safe trip! Family issues can always be resolved. Blood is thicker. Jiayou!,1.9,0.3,2017-06-14T03:13:02+0000
1100,362,Good morning sir. I feel your emotions. Is not easy being the eldest but just an advise from a lay man on the street. Blood is ticker than water. Definitely the are ways to overcome the situation that you facing now. It may not be today but as time goes by you will be able to dissolve the problem. Have faith and with gods will you will overcome it. Signing off,2.7,0.3,2017-06-14T03:05:05+0000
1101,86,Ask ur siblings to write?the brothers?...just like what Cao Zhi did in the old days...,0.3,0.3,2017-06-14T03:00:57+0000
1102,110,Mr Lee  you are the best P M of Singapore ! I hope my country Cambodia have good leader like you.Best regards.,1.7,0.8,2017-06-14T02:55:22+0000
1103,73,It is the most unkindest cut ever to deliver to your blood brother. Sigh.,0.8,0,2017-06-14T02:47:11+0000
1104,54,Every families had their own problem even rich or poor,0.6,-0.6,2017-06-14T02:41:28+0000
1105,67,No Person has any doubt with respect to your integrity and honesty.,0.1,0.1,2017-06-14T02:37:55+0000
1106,69,"????, Mr PM Lee enjoys your fullest holiday and happy family bonding?",A,N,2017-06-14T02:20:14+0000
1107,86,"Dear Mr. Lee, Singaporean are truly grateful to have you as their leader. Truly was...",1.4,0.7,2017-06-14T02:15:28+0000
1108,87,Stay strong PM Lee and may the Lord leads you in wisdom and favour to settle the issue.,0.3,-0.3,2017-06-14T02:14:37+0000
1109,83,Old ppl at night cannot sleep 3 am starts to think too much starts to type ?type ??,A,N,2017-06-14T02:10:36+0000
1110,15,HISAAAAPP WOOOO,0.2,0.2,2017-06-14T07:58:02+0000
1111,14,My Support Sir,0.4,0.4,2017-06-14T04:06:31+0000
1112,32,Don't worry. We stand by you PM!,0.3,0.1,2017-06-14T03:02:56+0000
1113,73,guess you have to do some soul searching what u have done to singaporeans,0,0,2017-06-14T04:55:23+0000
1114,135,Lee Kuan Yew should rise from his grave and intervene in this matter like he once quote. Now optomus prime lee has spoken. What's next?,0.9,0.1,2017-06-15T05:21:00+0000
1115,81,"As a son you should honour your father's last wishes , we don't needsa Ten An Men",0.4,0.4,2017-06-14T03:21:37+0000
1116,245,When I read the news. I started to ask myself  ?Do those men do anything for Singapore as Mr. Lee does? - No? So I don?t care what they say. It?s their free will and my will is to ignore this.   Cheer up Mr. Lee. I trust you and your leadership!,1.5,0,2017-06-14T02:31:15+0000
1117,151,Yup! That's what we had said all along. It's a private matters! Not a public matters! Made such a hoop la about it. Make a mountain out of a mole hill!,1.9,0.1,2017-06-18T02:51:06+0000
1118,58,"Sir, we believe in you and your team!   Have a good break.",0.5,0.2,2017-06-14T01:51:11+0000
1119,15,Civil war siol.,0.3,0.3,2017-06-14T02:32:07+0000
1120,157,I only respect our God father LKY...And Mr Lee this are the person I will respect...Because  of Mr Lee and his father our nation is no 1....Thanks to Mr Lee.,0.7,0.7,2017-06-14T14:49:57+0000
1121,74,"Dear Mr Lee,  We got to respect that Individual has their own perspective!",0.4,0.4,2017-06-14T13:47:06+0000
1122,299,The accusations made by LWL and LHY is not logical at all....such as tieing the preservation of LKY home with Prime Minister' son political future....  How is preserving LKY home would in any way boost the political future of the Prime Minister' son......I really do not get it !!! Chew Toh Tseng...,1.1,-0.2,2017-06-15T14:29:33+0000
1123,151,Hmmm...family united and country citizens united...is it the same?? If you cannot even unite your family...then unite a country...will be difficult bah,1,-0.5,2017-06-15T00:41:48+0000
1124,83,siblings have differences. just read the article.. that move though was a low blow.,0.4,0,2017-06-14T02:07:58+0000
