,comment_lengths,comments,mags,scores,times
125,260,"PM, we are also disappointed with ur siblings..????????????But they are doing the opposite! Pls enjoy ur holidays n deal with them when u are back, don't let this issue dampen ur mood. Look forward to your return and enjoy this well deserved trip with family!!",A,N,2017-06-14T07:51:42+0000
126,1659,"?I further declare that it is my wish, and the wish of my late wife, KWA GEOK CHOO, that our house at 38 Oxley Road, Singapore 238629 (?the House?) be demolished immediately after my death or, if my daughter, Wei Ling, would prefer to continue living in the original house, immediately after she moves out of the House. I would ask each of my children to ensure our wishes with respect to the demolition of the House be carried out. If our children are unable to demolish the House as a result of any changes in the law, rules or regulations binding them, it is my wish that the House never be opened to others except my children, their families and descendants. My view on this has been made public before and remains unchanged. My statement of wishes in this paragraph 7 may be publicly disclosed notwithstanding that the rest of my Will is private.? ? Source  I saw the above from the following website: https://observer.news/singapore/lee-wei-ling-lee-hsien-yang-slams-lee-hsien-loong/  Looks like LSL is wearing the hat of the govt, whereas LSY and LWL is wearing the hats of filial offsprings.   I think evern if we have to just leave the building as is and have no 'practical use', send 2 guards standing there 24/7, have the state flag soaring at the front of the house, it's worth it. Never mind that we've lost of property value of the land and have to spend some money to upkeep the premises. The existence of the building itself is enough as a reminder to future generations to our history and heritage. Afterall we can afford it.   I think LKY already gave us all an exit clause to this issue. So long as it is not opened to the public, it is ok.",4,0,2017-06-14T03:11:59+0000
127,241,"Your family is by no means an ordinary family, nation interests or not, I still believe that all the issues should be kept within the house, such conducts may compromise the country's image, which in the end hurt the country and its citizens",0,0,2017-06-14T06:44:32+0000
128,426,"Jacq Low is one who jumped too fast into conclusion. Such is the attitude of many people! One should not just read the book by its cover! This is a sad story for Singapore. But for many, I believe, will know what PM Lee has done for Singapore all his life and continue to worry what Singapore will be in the future. Do you, Jacq Low, believe in PM Lee or someone who said they will leave the country? Do you think PM can ?????",2.2,0,2017-06-18T06:44:21+0000
129,245,"This is a sad thing about family...when parents are no more around, siblings' who grew up together yet can treat brother as stranger. Poor Mr LKY - this would be another reason he wish he could raise from his tomb to resolve his family issues.??",0.7,-0.3,2017-06-14T14:14:11+0000
130,815,"PM Sir, I felt for u when yr siblings decided to make this public. However, yr father was not only father to u & yr siblings but a father to all of us Sporeans, which I felt yr siblings forgot & u did the RIGHT THING. However, yr siblings are making things difficult for u in yr capacity as PM & such matters could be solved thru a family conference over a meal. My prayers are with u to resolve this family matter, which unfortunately should not be brought up in public domain, which reflects badly not only on your siblings but on Spore. Just this morning while overseas in Indonesia, I saw the headlines in Jarkarta Post ""First family fued out in the open in Singapore."" This is bad as it's gone regional as I hope yr siblings realised that their attacks on you will have ripling & adverse effects in the region.",2.4,0,2017-06-15T02:19:34+0000
131,431,"I salute the late LKY's judgments and contributions to Singapore, with or without 38 Oxley Road. It is a private family difference on the late Mr Lee Kuan Yew?s house at 38 Oxley Road, which the late statesman had wanted demolished after his death, and stated so in his will. Why should Singapore Government intervene and go against the late Mr Lee's wish? Please respect the late Mr Lee's last will and preserve his legacy. Thanks",1.9,0.2,2017-06-14T02:10:50+0000
132,577,"PM Lee, although Mr LKY had wished that his home be demolished after his death, Singaporeans do feel that it is such a waste to do so, because our Founding Father had stayed there with his family for so many years, and it is part of Singapore's History. As for grooming your son to be a future PM, we think it is a very good idea. He is a very fine young man! We are sure he will be well loved by Singaporeans, like Mr LKY and yourself! We are sorry that your siblings did what they did. Cheer up, and do what you think is the best for Singapore. We are behind you all the way!",3.2,0.2,2017-06-16T10:20:59+0000
133,339,Stay strong PM Lee ! And I feel your pain . Take care of your health and our prayers are for you and your family and for Singapore .  It takes courage to stay on and lead and we are thankful that you are leading us in these challenging times on the world stage . Pls take care and we appreciate you and feel very sad that this has happened,1.8,0.1,2017-06-14T02:44:26+0000
134,608,"ehhh ahjussi.. ur dad actually didn't put u (the eldest son of the family),as one of the trustees and executors of his will, depicts some truth in his belief when he was alive. Whether Oxley hse is ard or not, your dad has equally touched and influenced Singaporeans and the rest of the world already, which is his legacy. He doesn't want any monuments/ statues that represents him after he has left because he wants YOU to be PM of your own strength, and not use his legacy as your weapon. Since it's your dad's public-known last wish, shouldn't you as his son, abide to his wishes?  #legendarywednesday #vm",1,0,2017-06-14T03:49:12+0000
135,300,"?????????????????? My mentor told me  ; Human being like you and me can be so nice to their non-related friend , co-workers boss or even a stranger, why can't they be a little more understanding or patient towards their own family member. I guess we, human being all take things for granted at times.",A,N,2017-06-14T03:03:23+0000
136,364,"Family disputes r very common. It shld resolve within in ur family.  Bt i dun understand y ur siblings must air out?? Dun they feel bad?? They r not respecting to ur beloved parents.. i bet Mr LKY dun wan to c his family matter become a laughing matter. He wil b very sad n oso angry.. Anyway , Sir, stay strong n for the time being, njoy ur holiday wif ur family.",2.3,0,2017-06-17T08:13:26+0000
137,256,Very sad to hear dear PM:( We all know the many unfortunate reasons such things happen in families!  They say there is always a solution to problems...Praying for you all to figure it out and for peace and reconciliation within your family. It is possible!,2.1,0,2017-06-15T21:37:26+0000
138,189,"Emotion, instead of reason, is often cause of conflicts and acrimony. The closer the relationship, the more conflicts exist. Time is the best medicine to heal emotional wounds. Stay strong.",0.8,0.1,2017-06-14T01:52:13+0000
139,487,"Its a family feud. Why bring it to the public? It's a shame for Hsien Yang and Wei Ling to act so rebellious to hurt the country. If it's true that Hsien Long has the ambitions for his son, that is their nephew. Why must they hurt an innocent young man?    If they still have respect for their father, they should not do this to hurt the country that their father has build in his whole life. They should talk it out and work it out within the family. Now, who is destroying the country.",3.5,-0.2,2017-06-14T14:56:51+0000
140,222,"Mr. Lee, I think all Singaporeans want is to respect Mr. LKY's will. It's ok to have a display of all our pioneers and that includes your father in some other special built museum. Let our founding father rest in peace....",1.1,0.3,2017-06-14T05:39:28+0000
141,300,"Protect your reputation and be responsible for the wrong information spread about you. Never allow anyone to live with a false belief or unfounded hope about you. An honorable person sets the record straight, so that person can move on with their life. Warmest regards to you and your family.  Maggie",2.1,0.1,2017-06-16T05:56:55+0000
142,236,"Dear PM, as a Son of great father, you are the right person to lead Singapura. We all respect you & trust in your leadership. It's common everywhere, that family issues come to politics, but we are not interested. Enjoy your holidays!!!",2.5,0.2,2017-06-14T11:25:12+0000
143,124,"Most of you are telling the PM to ""stay strong"". Did this episode weaken him. Say something else please. Its getting boring.",1.3,-0.2,2017-06-14T03:44:51+0000
144,189,"The house more important than the family, or the family more important? You already building Jewel, T4, and T5 for your father. For the old man's sake, make CNY reunion better for everyone.",0.5,0.1,2017-06-14T04:45:02+0000
145,165,"We the citizen of singapore.. stress with our every daily life.. houses, utilities, transportation etc.. jacking high till we die working! Good job and power to you!",1.6,0.3,2017-06-14T05:16:28+0000
146,206,"I'm with you PM. If your siblings truly love Singapore they should not behave in this manner, which undermines the stability of our nation painstakingly built by your late father and his selfless colleagues",0.8,-0.1,2017-06-14T03:24:40+0000
147,189,"""As my siblings know, I am presently overseas on leave with my family. I will consider this matter further after I return this weekend"" Like the deep, rumbling thunder of a gathering storm.",0.7,0.3,2017-06-14T04:57:09+0000
148,466,"Stay strong PM Lee, I believe this issue can be solved quickly once you arrive back to SG. I hope during vacation you may enjoy it and calm down while reflecting on what is happening right now. Don't be too sad, this thing will pass too. PM Lee, I sincerely wish that you can do your best for your nation as Singapore needs stable government and political environments to face many more challenges for national development and progresses for the best of the country.",1.7,-0.1,2017-06-14T13:34:03+0000
149,444,well for those whom have siblings....we know tat blood is thicker than water.... this kinda things are normal among siblings....but its never normal to bring family matters to public etc... its obviously clear that intentions are to ruin your name sir.... just forgive them after all they are ur siblings sir.... and let not this matter affect you in anyway..... just remember this sir...we can never please everyone in this world...gd day sir?,0.8,0.4,2017-06-14T03:07:52+0000
150,431,He is a PM. The respect is not only for him alone. It is about the country. We need to show utmost respect or else our Neighbours will be laughing behind closed doors. It goes to show the maturity of each individual. What can be said and posted in social media. Singapore is a great country where many looks at it as a model. Please help to preserve and promote it rather than creating dubious accusations which are hard to answer.,2.1,0.1,2017-06-14T09:59:51+0000
151,135,Stay Strong!  Majority of the SG will support you.  Take care of yourself too! May you and your supportive family always be blessed. ??,1.1,0.2,2017-06-14T02:20:44+0000
152,464,"PM Sir - I know you well. You have always greeted me and others courteously enquiring about our health and wellbeing. There is no doubt in my mind that you are an honourable and highly respectable person, who like your father Mr. Lee Kuan Yew, is striving hard together with your cabinet colleagues in the best interests of Singapore and Singaporeans.  Sir, we are firmly with you in this  difficult time. I pray for quick closure of the issues with your siblings.",2.2,0.4,2017-06-15T01:10:25+0000
153,624,"Sad to hear your family issues are being aired in public, but I believe you are making the right decision in perserving LKY home, and time will reward you for this outcome. I see it as a similar circumstances to the Atom bomb of Horishima City , where many people wanted the bombed cathedral building to be demolished, and today the people of Japan and visitors are lucky to remind us that this atrocity should never be repeated. Though in the case of your fathers home it will remind us all of what he has done for Singapore today and for this we need to show our future children and therefore his home is worth preserving.",1.9,0,2017-06-16T13:45:45+0000
154,482,"For Govt perspective, it is important to note if it is a ""Heritage Overlay"" site, if it is not, then demolition may proceed. On a family perspective, it was the parents wish, hence, it is best to be resolved according to the Will. On a lighter note, it may be worth considering if there is any precedent development within the area, any significant/heritage value, as well as, the need to optimise land use. IMHO, it is a family issue and it has nothing to do with the official job.",1.3,0.2,2017-06-14T03:05:09+0000
155,564,"When a father dies, most times siblings squabble ... lky choose lhl to lead and although his siblings envy can be understood, they should not make it public ... LSL has amply demonstrated to have dedicated his life to the interests of Singaporeans as first objective and has done a more than impressive job. He is a leader that most nations would be happy to have ... long live LHL!!!!! This mud can only increase his stature as a tue great leader (and filling lky shoes is a terribly arduous task). I am blessed to have been living in this small but great nation.",3.1,0.4,2017-06-14T02:39:34+0000
156,396,"PM Lee, we trust in you. Although we may not have the full picture of what happened, I am still respectful that you at least handle it much more gracefully. They claim to love the nation yet with that act, have disgraced Singapore tremendously. I find the quote in the picture particularly applicable and hope to provide you some strength during this trying time. I believe in you! Stay strong ??",1.7,0,2017-06-14T16:38:20+0000
157,219,Stay positive PM Lee. Every family has problems be it you or me. Suay Suay got a study too much Neuroscience sister until nao pai who loves to hang dirty linen in the air..  My family will always believe in you. Jiayou!,1.6,0.3,2017-06-14T05:13:01+0000
158,806,"Whether the house stay or to be demolish doesn't determine if the person could make the judgement to lead the country. Being a grown up and furthermore with a title of Dr. shouldn't you be able to consider whether what matters should be open to public and what should be stay within the family close door? If you are really thinking of giving up your citizenship then go ahead and give up, what's the point telling everyone what you already decided to do? Try living in other country then compare again how is it living in Singapore before you decide your judgement on Singapore future. What I would said now is Dear Sir LHL we need you to be at your top condition to lead Singapore like you always do. Even super heroes deserves a break why shouldn't you? Enjoy your vacation with you family and love one.",2.3,0,2017-06-14T18:10:31+0000
159,215,"Dear PM Lee, it is unfortunate that this issue was made public during your family leave. Please appreciate and enjoy your well-deserved family time, before you return to work and handle the issue with your siblings.",1,-0.2,2017-06-16T00:30:32+0000
160,142,"PM, as the eldest son of our papa Lee, you should respect his final wish to have the house demolished!  That will close this chapter amiably..",0.9,0.4,2017-06-14T02:19:26+0000
161,385,"I too agree that such conflict of interest should stay within. And since it's your family matter, I think you deserve the respect and privacy to resolve the issue at hand privately. Stay strong Mr Lee!  P.S - Why not turn the house into a museum to honour our founding fathers and head of state? A place where our younger generation can visit and understand what they have done for us?",0.7,0,2017-06-14T03:00:06+0000
162,470,"Dear Sir, i respect you for all great work you did for Singapore and the people... you need to make difficult decision which not everybody can understand, because it have to be country first... your family and yourself have the wealth and the power to choose your own path but you decide to spend your lifetime serving the nation and giving us a better place to live and making us proud to be a Singaporean.... thank you sir and you are always a respectful father to me.",0.7,0.7,2017-06-14T12:59:04+0000
163,271,"As a Singaporean, I am very sad to know your siblings had chosen such a way to deliver their message.   They are the one who totally didn't think of others.   We , Singaporeans and PR, have to be united as a whole family. ?  I am still very proud to have you as our PM. ?",1.6,0.1,2017-06-14T14:54:10+0000
164,202,"Dear PM, I am really praying for the siblings and the families to live in harmony. Sir, you and the team are doing a great job to ensure that Singaporeans live a meaningful life. Take care and God Bless",1.7,0.5,2017-06-14T16:02:08+0000
165,372,"PM: I'm sorry you have to endure this indignity which is wholly undeserved and unnecessary I can only imagine how much you're saddened by the manner in which your siblings had chosen to deal with a family dispute As one of your close colleagues said, you have much more important matters of the state to attend to So please don't lose sight and don't lose heart: ???? ????",0.6,-0.6,2017-06-14T12:33:46+0000
166,1606,"PM, I sincerely believe that Mr Lee Kuan Yew had great confidence in your leadership of our country when he stepped down completely from all official positions after the 2011 GE. Mr Lee Kuan Yew had once famously said in his NDR speech that even on his deathbed and even if his body was being lowered to his grave, if he had felt that something was wrong with Singapore, he would stand up again (to put it right). Mr Lee Kuan Yew would not have relinquished all official positions and stepped down as MM in 2011 if he had no confidence in you to lead Singapore as the third PM. Singapore was his sole preoccupation since he became PM in 1959. It is sad for me and I believe for many right-thinking Singaporeans to read what your siblings have written on their face books. I sincerely hope that all personal and family issues can be resolved quietly and peacefully outside the public domain. I cherish and am very grateful for the peaceful and good life that Singaporeans have enjoyed in the last 52 years of nation building. I verily believe that this has only been possible because our political leaders and their respective family members value and understand the need for stability and the importance of sacrificing personal issues for the greater good of Singapore. I wish all members of Mr Lee Kuan Yew's family a good life and a speedy and happy resolution of all personal differences at the earliest moment. Thank you once again to Mr Lee Kuan Yew and all past and present political leaders for giving Singaporeans a strong and prosperous country where we feel proud to be part of this great nation.",5.9,0.2,2017-06-14T04:03:46+0000
167,481,"Sad to read about these events. Normal for differences amongst family members. Issues can be solved amicably if everyone put in honest effort and be open to the opinions and concerns of other members. I have no doubt about your commitment to Singapore and your leadership. I Think, above all, your dad's wishes should be followed through. I trust that you will do the right thing. Please enjoy your vacation with your family and deal with the issues at hand only  after you return.",2.6,0.2,2017-06-14T11:22:01+0000
168,298,"Shame on the 2 young siblings to put personal interest & grievances on a public platform. These should be dealt with on a private note. Mr LHL, our Singaporean had given you mandate & you should rightfully steer what's deem right. But remember there's an old chinese saying..?????????????thank you.",A,N,2017-06-14T09:32:10+0000
169,237,Agreed with PM that family matters and disagreement should get kept within the family! How does what these people brought up in the press help in nation building!  To me it comes across as sowing discord!   Stay strong PM! I support you!,2,0,2017-06-14T06:23:02+0000
170,293,"No matter what, threatening to leave the country is really an unwarranted statement to make. Do the siblings ever consider the undesirable impact on the citizens of the nation? This casts doubts on their genuine love for the country! Don't think they will sacrifice their lives for the nation!",1.3,0,2017-06-14T09:24:53+0000
171,282,"Anyone with eyes can see that they are the ones who are trying to make a private issue into a public one, without care as to what it could do to our country. Stay strong. You have always shown to carry on your father's legacy of doing his best for the country. That is what matters.",1.4,0.1,2017-06-14T04:35:53+0000
172,191,"The wise leader has chosen PM Lee to succeed him. There is a reason why him and not them.   If we love late Mr lee, we should trust his decision is RIGHT! And not doubt or shaken by anything.",2.1,0.2,2017-06-14T02:21:31+0000
173,697,"I would be disappointed too. It's a private matter. And (speaking as one human to another) I hope you can all find a path to repair it. We only have one family.  As a citizen, I take an additional view. The world (this region!) is beset by bad governance. Singapore is imperfect, but better than most. I reserve the right to sometimes criticize policy positions and the high-handed actions of public servants. That is my right - and quite right!   But we are diminished as a society if we do not uphold the dignity of the OFFICE of the PM (not the man, the office holder). And for that, I am sad that you sir have had to address this issue in public. Had to be done. Heavy price. Wishing you well.",4,0.1,2017-06-14T18:45:17+0000
174,480,"I fully support and trust you with no question. Indeed it was very sad and disappointed with your siblings' behaviour and attitude. They will be more sensitive if their ""really"" do care about Singapore and the nation instead of their own agenda. I trust our beloved Mr. Lee Kuan Yew and he was the man who saw it all. He knew best about his sons and daughter - that was why he choose you and not his other son or daughter to be our PM. You're his choice and absolutely our choice.",3,0.2,2017-06-14T16:26:59+0000
175,206,"Every family has got their own problems.  And how very unwise to wish dirty linen in public, be it whether you have public figures as family members or not.  Just another hurdle to conquer, sir.  Chin up! ?",1.3,0.2,2017-06-14T02:04:07+0000
176,155,I have the full confidence of your leadership and pray that all your family matters will be resolved amicably and turns out to be better than ever for all.,0.8,0.8,2017-06-14T02:48:03+0000
177,197,"Sorry to hear about your family issues Mr. Lee. We have trust in you and you will always remain as a great leader, just like your Dad...We hope the matter get resolved smoothly with your siblings..",0.7,0.1,2017-06-14T02:49:00+0000
178,529,"??? We are saddened.  No parents, penning the bucket list, want family in court tussle or put on notice; no lawyers should intervene or invoked that complicate matters and ""fuel suspicions"" with unintended consequences - that are best engaged face to face and ""in naked truth"" ; whoever is elder must lead in the spirit of building Harmony, Trust and Values.  The role as eldest must commit to this one idea: the caretaker of every single person on the ship- even at sinking point.  Every male and female are your responsibility.",0.4,0,2017-06-14T05:25:01+0000
179,142,Sir you have been a good PM. Worked days and night and to for the good of the country. We are also disappointed with what your siblings did...,1.6,0,2017-06-14T02:24:51+0000
180,142,"As the elder sibling in my family, who experienced such gross misconduct from my younger ones, my heart goes out to PM and his immediate kins.",0.4,-0.4,2017-06-15T17:52:35+0000
181,217,Maybe keeping the history house can allow visitors from around the world to visit the great Mr kuan yew.It's also a material cultural heritage in SG.  So working hard of Mr PM. God will blessing your family happiness!,1.2,0.4,2017-06-14T11:46:21+0000
182,434,"Sir, the main issue, at least from what I read online, seems to be a land use matter. I would suggest getting the URA together with the respective institutes of architects, planners and landscape architects to hold a design competition to see how the Oxley House can be retained (in whole or in part), while the site is also developed for other land uses (commercial, higher density residential, etc). I think a solution can be found.",1,0,2017-06-14T01:56:30+0000
183,226,"77% survey of all Singaporean wanted to have the daddy house demolished includes his daddy and bro & sis .  But not Long ?, so we are wondering what is his motivation behind this to go against the will of his own dad.  Haha...",0.8,0.2,2017-06-14T02:18:16+0000
184,548,"According to the will, demolish the home. Ok wish settled. No where in the will says that the home cannot be rebuilt or replicated and located elsewhere and be a befitting monument of a great founder of modern Singapore. THINK outside the square. There are many solutions available. The late Lee is very smart and is testing the next generation on how they will handle his legacy. I say demolish and rebuild it in another location and dedicate the building to hold all his library, collections etc and be a LKY Museum for generations to learn from.",2.6,0.3,2017-06-15T05:20:42+0000
185,419,"There must be more reasons these have been happening in the background.. remember when there was news saying that 'Singapore is not ready for a PM of another race' or it is time for a certain race's turn to be President.. isn't it supposed to be based on the person's abilities (&of course love for the country and its people).. Remember our National pledge? ""Build a democratic society based on justice and equality""..",0.6,0.1,2017-06-14T10:56:44+0000
186,597,"Dear sir, With due-respect I would like to share my feelings. So sad to see the family that Singaporeans like us, trusted and has well respect from the legacy of the late Lee Kuan Yew, developed through many storms and now left us, are now fighting over for their own personal family differences. Please remember this kind of conflicts not only impact Singaporeans but to the entire World at large. Please do not let the shining red dot be blemished by those family indifferences. Respect PM Lee to solve this as a family affair. Pray the LORD will grant all of you peace and wisdom in solving it.",2.4,0.1,2017-06-14T12:12:11+0000
187,156,To vent frustrations on media to air these family issues publicly - All these just because of a house? Imo there are more important things to worry about! ?,0.3,0,2017-06-14T02:07:46+0000
188,401,"It is no longer private when you decide to become a public politician, when you decide to become a PUBLIC figure representing a whole nation. In fact this situation should be publicized without discrepancy instead. Instead of trying to ""privatize"" secrets.  If it is geopolitical status we need to be careful of, I'm not sure how a status of a real estate has any correlation with geopolitical safety.",1.6,-0.3,2017-06-14T09:24:26+0000
189,426,"I'm not a Singaporean but I respect and admire what the leaders have done for this country and the resilience of the people to make this country works. There bounds to be naysayers and opportunists to capitalise on negativity anywhere in the world and whatever political systems you're in. End of the day, it's about having a healthy debate, resolve and move on. And appreciate what you have. Cheng Kyc Brenda Tan Kim Yuan Lee",2.4,0.4,2017-06-14T08:49:41+0000
190,353,"ancient chinese history has true stories of feuds within the palace involving the emperor of china, princes, empresses and concubines, sometimes resulting in bloody battles where many died. for the sake of my country singapore, i hope singapore does not go down that path. may there be peace within the lee family, the singapore government and singapore",0.5,0.5,2017-06-14T03:17:32+0000
191,319,"When you and your family are and have been at the helm of this nation since its conception, very little can occur without public scrutiny.  Especially when it comes to the question of your characters and morals.  After all, how do you expect to lead a nation well when you cannot lead your own flesh and blood likewise?",0.5,0,2017-06-14T05:26:43+0000
192,377,"Why make life so difficult? She could shifted out and stay in a house of her own. Demolish the property at Oxley. Chapter closed! Those not having a belonging  in SG can just fly to any Countries they like! No one will stop them! Each generations has their own mind sets! Just stay focus and don't bother about other families matters, even though they are brothers and sisters!",2.5,0,2017-06-14T03:17:39+0000
193,753,"As a Singaporean, I feel deeply troubling if the house cannot be demolished according to deceased's Will, and the estates trustee is unable to execute the Will according to the legitimate of the Will through Singapore legal proceedings.   The bottom line is, as long as the legality Will cannot be executed, and the Oxley Road house is still preserved beyond the legality of the Will, this matter will cause grievous impact on Singapore long hardship build and established jurisdiction system.   People of Singapore should come together in this matter to voice out, because this is not simply just a private family matter disputes but #Singapore legal jurisdiction reputation is at high stake!   I personally hope the statement is false. Time will tell.",1.5,-0.3,2017-06-14T06:34:56+0000
194,503,"If it is just about the house issue, the house could be a national monument. Private owners cannot knock it down at will. The Heritage Board would have to assess it.  If it has to be preserved as a national monument, LKY's will would need to be considered that it will not be opened to the public. Maybe just for academic study as it is just a few (if not the only one) of its kind left in Singapore, reflecting an era of architecture design. It is also linked to an important part of Singapore history.",1.5,0,2017-06-14T03:10:03+0000
195,395,"PM Sir, you are doing a great job here. Please take care of your health and ignore these noises.  On another note, I feel that our fellow Singaporeans are too pampered and have somewhat lost that perseverance and diligence of our pioneers. I hope you will continue to stay strong like our founding PM and will lead your team to bring up that fighting spirit of our forefathers in our generation.",1.8,0.3,2017-06-14T03:11:41+0000
196,226,"????????. May you be at peace for you've done what's right not just for your family, but also this much larger family we call Singapore. We are with you Sir. May God's peace with you and and your family to ride out this storm.",A,N,2017-06-17T17:04:57+0000
197,986,"As a Singaporean, this is my take on it.  No one has the right to obliterate history. Lee Kuan Yew, his life and times were a part of our country's history.   Whether we liked his methods or not, he brought us to where we are.   It was his personal wish that no monuments or tangible evidence of his private life be preserved. But, when he chose to adopt his role in government, he became a public figure.  He became part of Singapore. And Singapore belongs to us.  Enough of our past has been obliterated in the name of progress. How many of us still recognize the places we spent our childhood?  How we, the people of Singapore, chose to remember Lee Kuan Yew is our right. It is no longer the wish of one man, or his children.  Even Mao Zedong could not escape the consequences of greatness. He wanted to be cremated. Instead, he is now mummified, and subjected daily to the gazes of thousands and thousands.  Dust to dust. What do you care what happens once your eyes close forever.",3.3,0,2017-06-14T10:56:58+0000
198,286,"With today's technology, it would be so easy to satisfy all parties where Lee Kuan Yew's wish, home and legacy is concerned.  A virtual reality tour of the house can be captured in detail for posterity and dispayed in any museum, while his wishes for it's demolition can be carried out.",1.5,0.7,2017-06-14T07:47:28+0000
199,262,"If it because of the house or no confidence or whatever so then chose to leave Singapore, I will say you are a loser. Instead of fighting the battle, you chose easy way out and leave. We as Singaporean should stay united and fight for what we had achieve so far.",1.6,0,2017-06-14T03:10:30+0000
200,329,very sorry sir. Its almost common to hv this kind of problems when t parent are gone. You had been hand picked by yr late father n I always salute his decisions.  strongly believed you can n you know how to fix it. whatever it is never never stop loving them wholeheartedly. pls tk care of your health. singapore still needs you.,3.7,0.1,2017-06-14T05:18:00+0000
201,722,"The two siblings behavior are so childish, they said they want the good of the country yet they publicly hurt their own country by shaking the people trust of their government. So what if LHL wants to groom his own son? Is that wrong? He is just like any other father. Isn't LHL himself a son of our highly respected LKY, now these siblings are indirectly tarnishing their own father image of grooming his son to be the PM. It just happens that LKY son is also an PM, hence people complain of LHL personal agenda. If we were to think objectively, any government from all over the world will consider the benefits of preserving their own history instead of respecting a legal will, country interests will still comes first.",2.8,-0.1,2017-06-14T15:44:27+0000
202,233,Disappointing and very shocking act! Your siblings desiring more love and compassion from you! Forgive them and shower them with more love ......they say with more love you can heal everything.....Mr. Lee.....with you always. ?? ????,2.2,0.1,2017-06-14T05:18:21+0000
203,464,"Coming from a family where all are  highly educated/ top decision making personnel in their own specific fields,  it is not easy to influence one another to accept another individual's belief. The parents were the ones that has been holding this explosive forces together and with their departure, this is like a warehouse filled with dynamite in a self-igniting mode. Sad to see this episode exploding within a chinese family. No matter what, my heart for the ???",0.9,0,2017-06-14T10:27:34+0000
204,296,"My family Singaporeans, let's not pass judgement or take side on this matter. Let's respect PM Lee and his siblings and allow them the space to resolve this family matter.  The best thing we can do and show our concern is to uphold them in our prayers (whatever religious background we are from).",1.3,0.4,2017-06-14T15:35:25+0000
205,220,"Relax, this type of problem always happen. They will fight and totally destroy each other and one another. It is very common and very normal. Relax and carry on what LKY had been doing. The majority of us are not stupid.",2.8,0,2017-06-14T02:45:18+0000
206,653,"Some people are famous n rich n intellect or ex CEO but they not cut to be a people's leader, a leader who can be a giant to talk to solve to settle world global affair on behalf of tiny red dot. The younger sibling are good at words..Seriously..neither they can lead! The fact I don't hear any name suggestion to be next new pm from major complainers here show pm Lee is still doing the job ..no one else or no one dare ..seriously. Not even handsome money can lure a talent to be in a position that when u shake hand with the ?? u get whack by the east  ?? n constantly on guard with the neighbors countries n humbly pleasing the heartlanders here..u?",1.7,-0.2,2017-06-14T07:54:51+0000
207,273,"Dear Sir,  Patience. The storm will pass. Time heals all things. Understand your siblings. They lost their father and Fathers' Day this week and their memories in that house. As an elder sibling myself, I emphasise with you. Stay strong and stay healthy in mind and soul. ?",2.6,0.2,2017-06-14T07:15:06+0000
208,652,"Loong,your sister does not have any claimable basis in public life to launch these attacks. She must remember that she is who she is because she is the daughter of LKY and the sister of a serving PM. We live in a era with risks and challenges that differ from the time of my father and yours, you need to deal with that and have done it well. You've brought LKY's legacy into our era and bolstered your Parliamentary presence. If spoilt siblings feel that they have not been appreciated by the celebrity standards they expect or imagine as LKY's children - well you did not rob it from them. They simply failed despite the best graces of their parents.",2,0,2017-06-14T11:14:41+0000
209,344,"The comments made is not only hurting you; it is hurting the whole nation. People who has weightage in their comment, should think twice before commenting. Are they commenting for themselves or are them commenting for the love of the nation. There is a big difference, there is a right way to do things. I only trust peace. I will pray for you.",2,0.2,2017-06-14T08:20:36+0000
210,344,"I remember spoken to our P.M. Lee Hsien Loong personally in 2007 for 10mins and he encourage to build my model making business and even ask Spring Singapore offical to contact me. If he did not help me today i""m still very low,I thank him for the help he given me and some entrepreneurs like me. He is very open and great knowledge in business.",1.3,0.2,2017-06-15T17:31:55+0000
211,257,"You have our support, PM Lee!  It's despicable moved, as they chosen a time where you are away and at odd hours to posted out their unhappiness. Well, it's their freedom of choice and maybe they are looking forward to watch ""the despicable m3""? just a joke!",1.6,-0.2,2017-06-14T03:56:36+0000
212,216,"Our late Mr. LKY has calculated everything in the finest details n never left anything to chance in running Singapore.  He didn't see this coming, surely.  It's so sad and so hurtful even to us ordinary Singaporeans.",1.8,-0.1,2017-06-14T08:49:49+0000
213,246,"I am lost for words.  We are living in the last days that families are tearing apart.  Grateful that we trust a God who can mend strained and broken relationships,  we will be praying for all concerned.  Keep cool,  calm and collected,  Mr.  Lee.",1.4,0.1,2017-06-14T13:14:52+0000
214,125,"PM, I trust in your integrity and your commitment to your late father's legacy.  I hope all will be resolved soon. God bless.",1.5,0.5,2017-06-14T04:11:34+0000
215,194,"The sad thing is,  it should all be a personal family matter but instead,  it escalated into public knowledge. Stay strong PM Lee,  the citizens of Singapore still have faith in your leadership.",0.5,-0.2,2017-06-14T06:02:46+0000
216,222,"We have absolute trust in you. Keeping you and Singapore in prayers. As Prime Minister of Singapore, you have duties and responsibilities beyond that of just a son or a brother. You look beyond that tree to see the forest.",2.2,0.5,2017-06-14T09:02:32+0000
217,246,"It is with heartache to see family members fall apart because of differences. Hopefully, all these unhappiness ends here. I believe Singaporean or the public do not wish to see this family altercations continue or getting worst. ????????????????.",A,N,2017-06-14T11:23:04+0000
218,329,"They are just frustrated, and given the circumstances may not have had the proper audience with you. If I may be so bold, do give them your time and your attention, and remember you are all family regardless. You don't need luck or well wishes, you just need to have a good old fashion family ""discussion"" that is Long overdue. ?",1.3,0,2017-06-14T12:23:59+0000
